MSINI,A,ECC,K,STAR
mjupiter,au,,m/s,
0.297735,0.163506,0.314,37.8,HIP 57050
1.42633,0.887919,0.52,57,HIP 5158
5.12319,1.33884,0.54,173.3,HIP 2247
3.87441,0.0692271,0.142483,424.329,HIP 14810
1.27518,0.545404,0.153155,49.8989,HIP 14810
0.5806,1.88623,0.165251,12.2451,HIP 14810
0.354314,0.25497,0.166,24.71,HIP 12961
0.0374396,0.0784741,0.205,4.41,HIP 116454
8.2,0.812352,0.02,178.1,HIP 105854
1.40289,2.13423,0.37,22.4,HD 99706
0.106179,0.121908,0.254,9.8,HD 99492
0.504198,1.10806,0.09,14.1,HD 99109
2.12353,1.32398,0,41.2,HD 98219
0.024749,0.0796373,0.064,2.9,HD 97658
0.68457,1.34724,0.71,20.8,HD 96167
4.00701,1.42112,0.3,104.8,HD 96127
1.14167,1.11312,0,25.9,HD 96063
4.59415,5.15426,0.06,59,HD 95872
5.0362,1.2802,0.11,116,HD 95127
1.12925,1.38575,0.157,23.5,HD 95089
,,,,HD 95086
1.81548,0.65375,0.06,63.9,HD 9446
0.698769,0.189213,0.2,46.6,HD 9446
0.368176,0.476549,0.14,18.3,HD 93083
3.56392,0.951142,0.334,106,HD 92788
0.0565295,0.249855,0.31,3.69,HD 90156
8.18778,0.902604,0.673,271.6,HD 89744
1.79148,3.26609,0.2,28.9,HD 89307
0.296108,0.0469104,0.133,36.1,HD 88133
1.75571,3.57648,0.53,34.7,HD 87883
6.62738,2.84117,0.7,132,HD 86264
1.49595,0.0346186,0.008,207.7,HD 86081
1.80603,0.757141,0.297,58.3,HD 8574
0.0113953,0.260405,0.11,0.769,HD 85512
0.131884,1.52377,0.41,3.82,HD 85390
0.682196,2.4447,0.15,11.8,HD 8535
0.395855,0.0404623,0.013,56.2,HD 83443
1.58936,0.742283,0.425,54.4,HD 82943
1.58935,1.1851,0.203,39.8,HD 82943
1.30477,1.58126,0.066,28.7,HD 82886
2.6907,0.811148,0,58.58,HD 81688
6.87654,1.9372,0.526,168,HD 81040
3.89024,0.447343,0.934,472,HD 80606
1.34632,3.13296,0.59,26,HD 79498
0.0273647,0.0566417,0.058,3.59,HD 7924
0.0248402,0.113438,0.098,2.31,HD 7924
0.0203801,0.155066,0.21,1.65,HD 7924
0.0498139,0.0612143,0.09,5.96,HD 77338
0.232142,0.0511051,0.095,27.6,HD 76700
2.51504,1.18906,0.1,58.2,HD 75898
5.6,6.45931,0.36,57,HD 75784
0.46004,0.047858,0.034,54.9,HD 75289
1.3131,2.33982,0.82,41.59,HD 7449
8.24664,3.8997,0.38,115,HD 74156
1.77342,0.291535,0.63,108,HD 74156
1.06828,3.0184,0.074,16.2,HD 73534
2.8556,0.646509,0.19,102,HD 73526
2.4209,1.02831,0.14,68,HD 73526
3.06257,2.19849,0.256,64.29,HD 73267
1.86902,0.0371348,0.029,269,HD 73256
3.1741,4.75375,0.22,41,HD 72659
0.295018,1.36155,0.19,7.76,HD 7199
1.90944,3.18072,0.034,30.4,HD 70642
0.0563373,0.627426,0.07,2.2,HD 69830
0.0367709,0.185072,0.13,2.66,HD 69830
0.0316488,0.0781916,0.1,3.51,HD 69830
1.79992,0.0692771,0.1249,184.7,HD 68988
1.5591,3.55427,0.1,24.1,HD 6718
3.09805,1.08217,0.17,73.6,HD 67087
2.74962,3.14259,0.465,48.3,HD 66428
1.21636,1.37427,0.41,33.7,HD 65216
0.397195,0.142061,0.17,34.2,HD 6434
0.643827,0.94038,0.24,20.9,HD 63765
0.384566,0.0362523,0,64.19,HD 63454
2.46312,1.57999,0.02,46.4,HD 60532
1.0348,0.759258,0.28,29.3,HD 60532
5.22845,0.636168,0.066,178.5,HD 5891
1.47372,1.98519,0.19,23.5,HD 5608
1.96509,1.76349,0.4,41.7,HD 5388
1.76545,1.6698,0.02,31.6,HD 5319
1.15,2.0717,0.15,18.8,HD 5319
1.07139,0.499878,0.325,42.1,HD 52265
4.39876,2.26097,0.444,91.5,HD 50554
1.74473,3.87172,0.253675,23.0219,HD 50499
0.101571,0.0571073,0.087,12.04,HD 49674
1.20645,1.59435,0.24,29,HD 48265
2.37727,1.19218,0.13,47.3,HD 4732
2.36493,4.60219,0.23,24.4,HD 4732
0.348285,2.38704,0.249,6.65,HD 47186
0.071203,0.0498411,0.038,9.12,HD 47186
0.227201,0.0399038,0.063,33.65,HD 46375
0.468448,0.227878,0.38,33.1,HD 45652
0.658513,0.897549,0.0974,21.92,HD 45364
0.187149,0.68156,0.1684,7.22,HD 45364
1.83614,1.94413,0.778,58,HD 45350
0.589265,1.18713,0.61,19.4,HD 44219
2.49717,0.241901,0.14,124,HD 43691
0.596868,0.918027,0.83,32.4,HD 43197
2.17173,1.13327,0.041,46.9,HD 4313
0.0477376,0.119192,0,4.07,HD 4308
0.807457,1.65355,0.052,19.06,HD 4208
2.08215,1.16537,0.519,60.3,HD 4203
1.64829,1.27266,0.903,97.1,HD 4113
4.02224,0.846038,0.252,119.4,HD 40979
0.028076,0.132422,0,2.55,HD 40307
0.0211468,0.0800702,0,2.47,HD 40307
0.0129071,0.0468927,0,1.97,HD 40307
10.088,3.34651,0.6405,196.4,HD 39091
10.0105,1.6471,0,200,HD 38801
12.2603,3.6002,0.355094,169.033,HD 38529
0.803263,0.1272,0.243663,57.0213,HD 38529
0.338157,1.02382,0.41,10,HD 38283
3.36552,3.81754,0.013,48.9,HD 37605
2.80174,0.283337,0.6767,202.99,HD 37605
0.68665,2.80658,0.16,12.8,HD 37124
0.674371,0.533637,0.054,28.5,HD 37124
0.648109,1.70993,0.125,15.4,HD 37124
0.228975,0.29472,0.596,15.9,HD 3651
0.790506,2.06642,0.27,15.7,HD 34445
1.96,1.59543,0.15,33.5,HD 33844
1.76867,2.23776,0.13,25.4,HD 33844
9.26951,3.26519,0.4805,164.2,HD 33636
9.12785,1.1241,0.34,232,HD 33564
0.330171,0.145378,0.48,25.2,HD 33283
1.41137,1.09038,0.12,30.4,HD 33142
0.623724,0.0392074,0,107,HD 330075
0.7,3.5161,0.07,11.1,HD 32963
3.34549,0.595162,0.01,115.83,HD 32518
0.501427,1.26054,0.3,12,HD 31253
1.85721,2.04004,0.117,31.9,HD 30856
1.33254,2.34083,0.76,33.7,HD 30562
9.68782,3.80821,0.193,146.8,HD 30177
1.62021,1.22755,0.129,26.3,HD 2952
2.54762,3.43052,0.08,41.3,HD 290327
1.8997,1.31659,0.168,33.5,HD 28678
0.917,0.0588842,0.086,125.8,HD 285507
1.1614,2.14768,0.81,37.3,HD 28254
5.79721,1.02341,0.05,163.5,HD 28185
0.617925,0.122117,0.049,58.1,HD 27894
0.477325,0.0435743,0,67.4,HD 2638
0.956204,3.03064,0.08,15,HD 25171
9.45161,1.29459,0.35,251,HD 24064
4.02189,4.92406,0.04,47.4,HD 24040
5.31949,1.91887,0.4,91.5,HD 240237
7.28868,1.33364,0.15,161.89,HD 240210
7.74272,2.77219,0.266,127,HD 23596
1.08667,0.555583,0.1,39,HD 231701
1.40487,2.31864,0.44,27.5,HD 23127
2.4433,1.59509,0.102,54.9,HD 23079
13.8403,1.16847,0.8191,726.4,HD 22781
0.714594,0.192441,0.05,40.2,HD 224693
7.63003,1.33658,0.725,276.3,HD 222582
2.02633,5.13864,0.16,24.2,HD 222155
3.11535,1.25015,0.08,71,HD 221287
1.44975,4.94302,0.51,20,HD 220773
11.1883,1.60044,0.14,230.8,HD 220074
0.0622185,0.0515012,0,7,HD 219828
0.212872,0.687282,0.3,8.3,HD 218566
13.1868,2.3791,0.4,261,HD 217786
2.61546,5.33414,0.517222,35.7,HD 217107
1.40112,0.0750282,0.126686,139.204,HD 217107
0.646927,0.455837,0.37,30.9,HD 216770
1.48058,0.608531,0.38,50,HD 216536
2.16817,2.48556,0.319,39,HD 216437
0.327524,1.28243,0.49,10.1,HD 215497
0.020855,0.0465952,0.16,2.98,HD 215497
4.53249,1.88529,0.421,96.6,HD 213240
2.70016,1.16471,0.111,58.2,HD 212771
0.39615,0.034116,0,59.5,HD 212301
1.86459,1.17218,0.036,37.45,HD 210702
1.27275,1.13105,0.476,38.94,HD 210277
0.68851,0.047235,0,84.67,HD 209458
2.00901,0.947319,0.75,100.34,HD 20868
10.014,2.099,0.08,155.4,HD 208527
0.5122,0.520765,0.24,19.7,HD 208487
0.0147932,0.349781,0,0.85,HD 20794
0.00848679,0.120738,0,0.83,HD 20794
0.00743617,0.203628,0,0.56,HD 20794
0.730294,2.1118,0.27,15.3,HD 207832
0.564176,0.569755,0.13,22.1,HD 207832
1.9,1.36607,0.97,185.3,HD 20782
1.97113,1.53703,0.229,40.7,HD 206610
1.48708,0.894939,0.27,42,HD 205739
0.26689,2.55427,0.37,5.94,HD 204941
3.50088,3.07131,0.23,57,HD 204313
1.60642,3.94498,0.28,23.7,HD 204313
5.92499,2.19755,0.715,153,HD 2039
2.33098,2.49004,0.267,42.01,HD 202206
16.8244,0.811776,0.435,564.75,HD 202206
1.94873,1.64347,0.04,34.5,HD 200964
0.945722,2.00121,0.181,15.42,HD 200964
1.32681,1.30567,0.266,29.3,HD 19994
0.807324,2.07477,0.22,15.5,HD 197037
2.9439,2.54171,0.48,53.9,HD 196885
2.8434,2.51056,0.228,49.7,HD 196050
3.57989,0.136688,0.0138,271.5,HD 195019
2.29191,1.12292,0.129,49.3,HD 192699
0.0736073,1.18358,0.32,2.27,HD 192310
0.0531258,0.322307,0.13,3,HD 192310
0.639382,0.152945,0.055,51.9,HD 192263
1.90296,2.07238,0.18,36.4,HD 190647
1.53512,3.97285,0.313105,23.2383,HD 190360
0.0589738,0.129216,0.23747,4.84311,HD 190360
5.94193,2.60478,0.531,91.4,HD 190228
1.14039,0.0309953,0,205,HD 189733
1.46957,1.19018,0.137,37.6,HD 188015
2.8638,1.97816,0.12,44.3,HD 18742
1.9422,4.83146,0.252086,25.4708,HD 187123
0.510056,0.042091,0.0102736,69.4006,HD 187123
0.803694,2.02754,0.47,17,HD 187085
0.954212,0.0765701,0.295952,90.692,HD 185269
3.57445,1.49006,0.35672,84.0443,HD 183263
3.47646,4.29488,0.23873,46.32,HD 183263
0.37199,1.84741,0.26,8.4,HD 181720
0.640416,1.75604,0.28,16.2,HD 181433
0.535482,3.02208,0.48,11.3,HD 181433
0.0237331,0.0800943,0.396,2.94,HD 181433
3.14944,1.777,0.177,52.3,HD 181342
1.56395,1.38103,0.09,30.7,HD 180902
22.6261,1.45528,0.257,340.8,HD 180314
0.902075,0.0439208,0.022,112.6,HD 179949
0.0837774,0.119635,0.115,6.64,HD 179079
7.29127,0.344904,0.114,343.3,HD 178911 B
1.31967,1.13872,0.096,32.64,HD 177830
0.52763,0.961227,0.33,14,HD 175541
7.77836,2.40085,0.54,161,HD 175167
2.71808,1.16272,0.21,51.8,HD 173416
3.30035,0.163197,0.6819,279.8,HD 17156
2.60901,2.54268,0.4,52.2,HD 171238
1.98809,1.31895,0.59,60.6,HD 171028
4.96206,1.30798,0.166,82.4,HD 17092
0.668676,2.23538,0.11,12,HD 170469
4.06407,3.60184,0.33,54.3,HD 169830
2.88946,0.813279,0.31,80.7,HD 169830
6.52644,1.36191,0.64,190,HD 1690
0.245103,0.0655505,0.107,28.6,HD 168746
7.69745,0.29385,0.52883,475.133,HD 168443
17.3857,2.85281,0.2113,297.7,HD 168443
13.2921,1.08727,0.067,408,HD 16760
1.63682,1.29371,0.089,32.16,HD 167042
6.47072,0.937147,0.63,199.4,HD 1666
0.357927,2.10091,0.05,7.3,HD 164922
2.6885,1.30299,0.24,77,HD 164604
0.480333,0.877542,0.26,14.2,HD 164509
0.0669595,0.135435,0.2,5,HD 16417
2.2924,2.41789,0.12,40.4,HD 163607
0.768857,0.359201,0.73,51.1,HD 163607
15.2138,0.0756944,0.277,1813,HD 162020
4.37946,2.1185,0.6,94,HD 16175
0.249652,0.355656,0.252,11.99,HD 16141
3.50295,3.52689,0.098,46.5,HD 1605
0.96903,1.48605,0.078,19.8,HD 1605
2.20004,2.29553,0.01,38.3,HD 159868
0.73,1.02595,0.15,20.1,HD 159868
1.9,0.804743,0.075,56.6,HD 159243
1.13,0.110366,0.02,91.1,HD 159243
1.79425,1.49788,0.291,33.9,HD 158038
11.0076,1.11751,0.8472,464.3,HD 156846
0.0130582,0.0499846,0,1.89,HD 156668
0.732711,1.87545,0.22,14,HD 156411
9.7848,0.494507,0.708,578,HD 156279
0.819484,0.626938,0.17,32,HD 155358
0.807031,1.00082,0.16,24.9,HD 155358
1.99403,2.06593,0.03,32.2,HD 155233
2.57917,5.35635,0.06,24.2,HD 154857
2.24797,1.2912,0.46,48.3,HD 154857
5.00638,0.598618,0.61,225,HD 154672
0.956901,4.21377,0.044,14.0318,HD 154345
2.74209,1.28031,0.34,69.15,HD 153950
1.51375,1.48938,0,36.6,HD 152581
2.9072,1.27206,0.101,60.7,HD 1502
1.32811,0.0530508,0.016,149.6,HD 149143
0.359837,0.0431325,0,43.3,HD 149026
1.14357,1.03886,0.16,27.7,HD 148427
0.847612,2.12913,0.52,17.5,HD 148156
1.17965,1.30958,0.26,29.3,HD 147513
6.59355,1.92274,0.133,141.2,HD 147018
2.12711,0.238855,0.4686,145.33,HD 147018
0.0240044,0.0635202,0.14,2.7,HD 1461
2.97219,0.762504,0.112,70.6,HD 145457
5.78201,0.450064,0.307,242.7,HD 145377
3.03499,2.03474,0.18,63,HD 143361
1.66194,1.06061,0.5,51.3,HD 142415
1.89038,2.77628,0,24.8,HD 142245
4.46762,2.93163,0.53,92,HD 142022
1.3057,1.04292,0.26,33.9,HD 142
9.4752,1.50087,0.41,234.5,HD 141937
10.0754,2.34618,0.1,161.2,HD 139357
1.88123,5.14931,0.02,23.3,HD 13931
5.13,2.03386,0.12,90.9,HD 13908
0.865,0.153755,0.046,55.3,HD 13908
0.227816,0.88883,0.36,7.94,HD 137388
1.9935,1.29111,0.255,44.7,HD 136418
11.6809,2.33328,0.338,210.7,HD 136118
1.56347,0.807929,0.233,49.5,HD 134987
0.804926,5.82513,0.12,9.3,HD 134987
1.49247,2.62431,0.22,26.7,HD 132563 B
5.60495,1.98227,0.34,115,HD 132406
7.12332,1.25186,0.27,173.3,HD 13189
18.3282,3.17098,0.638,359.5,HD 131664
2.24115,2.1121,0.163,35,HD 131496
1.04309,0.0896052,0.011,108.3,HD 130322
3.24848,1.74533,0.23,78.8,HD 128311
1.4572,1.08649,0.345,46.5,HD 128311
0.385706,2.36847,0.41,7.3,HD 126614 A
2.3408,0.838172,0.376834,73.5609,HD 12661
1.9487,2.91927,0.0312556,30.4148,HD 12661
2.89937,0.543924,0.04,102,HD 12648
3.06805,1.3728,0.45899,79.793,HD 125612
0.0580667,0.0522124,0.27499,7.165,HD 125612
0.0416764,0.0809437,0,4.79,HD 125595
3.3748,0.494668,0.511,167,HD 1237
1.2223,0.328688,0.03,55.8,HD 121504
4.4772,4.26892,0.66,53,HD 120084
7.40012,2.063,0.4,105,HD 11977
0.608106,3.1288,0.041,9.41101,HD 11964
0.0770689,0.226601,0.301733,4.64578,HD 11964
2.13623,0.0702997,0.309,217,HD 118203
0.176652,0.174852,0.42,12.8,HD 117618
6.55071,1.08513,0.19,191.3,HD 11755
1.8189,3.73753,0.144,26.6,HD 117207
1.9075,1.64869,0,36.6,HD 116029
4.7347,2.60488,0.3,80,HD 11506
0.36,0.774655,0.24,12.5,HD 11506
1.10505,1.15987,0.144,31.9,HD 114783
11.6351,0.362932,0.3354,612.48,HD 114762
0.944758,2.10235,0.167,18.8,HD 114729
0.506039,5.3109,0.25,5.52,HD 114613
1.3637,1.72685,0.23,34.3,HD 114386
2.83,1.03346,0.46,75.6,HD 113337
6.84182,1.97489,0.2,159.3,HD 111232
0.27467,0.0629198,0,28.3,HD 109749
0.768085,0.328074,0.12,38.2,HD 109246
1.2902,1.03527,0.1276,37.27,HD 108874
1.02837,2.72021,0.273039,18.8971,HD 108874
2.76572,1.45325,0,45.2,HD 108863
3.4773,2.00715,0.85,144,HD 108341
0.257999,0.101407,0.53,25.1,HD 108147
0.212171,0.270013,0.05,10.9,HD 107148
6.23505,2.13177,0.099,115.4,HD 10697
0.925037,2.02175,0.16,17.9,HD 10647
11.0869,4.37827,0.402,142.1,HD 106270
6.95913,2.61147,0.482,138.8,HD 106252
4.9174,0.678014,0.09,166.8,HD 104985
2.1,2.33538,0.11,31.5,HD 10442
0.185935,0.264333,0,11.56,HD 104067
0.368054,0.070273,0.09,34.3,HD 103774
0.0982431,0.249018,0,5.9,HD 103197
0.951497,0.0810025,0.048,73.4,HD 102956
0.0509774,0.463328,0.34,2.4,HD 102365
4.47808,1.80892,0.211,84.8,HD 102329
4.10898,0.512595,0.05,155.5,HD 102272
0.452799,0.0479747,0,63,HD 102195
0.169756,0.152077,0.121,11.98,HD 102117
0.299187,0.302019,0.11,18.1,HD 101930
0.206033,3.42452,0.151,3.11,HD 10180
0.0797893,0.269917,0.065,4.25,HD 10180
0.0743252,0.49279,0.133,2.95,HD 10180
0.0673813,1.42271,0,1.56,HD 10180
0.0415054,0.0641175,0.077,4.54,HD 10180
0.0376549,0.128581,0.143,2.93,HD 10180
1.16502,1.03378,0.36,34.9,HD 100777
1.33352,0.682908,0.085,35.2,HD 100655
0.832409,0.0304899,0,133.5,HATS-9
0.319673,0.0362414,0,63,HATS-6
0.237646,0.0542014,0.019,30,HATS-5
1.25726,0.032693,0.013,197.5,HATS-4
1.07114,0.0485119,0,125.7,HATS-3
1.34754,0.0229834,0,268.9,HATS-2
1.06798,0.0381546,,158,HATS-14
0.542224,0.0405861,,78,HATS-13
0.524155,0.0449161,0,67,HATS-10
1.85957,0.0444708,0.12,254.1,HATS-1
0.775153,0.0528645,0,84.7,HAT-P-9
1.29241,0.0449613,0,153.1,HAT-P-8
1.77867,0.037964,0,211.8,HAT-P-7
1.05632,0.0523738,0,115.5,HAT-P-6
,0.0406092,0,,HAT-P-57
2.15975,0.0423182,,262,HAT-P-56
0.760605,0.0411908,0,132.6,HAT-P-54
1.05391,0.0407152,0,138,HAT-P-5
1.72579,0.0437742,0,188.7,HAT-P-49
0.495889,0.0576688,0.123,52.2,HAT-P-46
0.893809,0.0452185,0.049,106.6,HAT-P-45
0.339714,0.0507459,0.272,45.9,HAT-P-44
0.799609,0.0425775,0,92.5,HAT-P-41
0.619927,0.060845,0,58.1,HAT-P-40
0.671507,0.0443853,0,81.1,HAT-P-4
0.598375,0.0509456,0,63.6,HAT-P-39
0.267451,0.0522992,0.067,35.4,HAT-P-38
1.1719,0.0379273,0.058,177.7,HAT-P-37
1.83475,0.0238229,0.063,334.7,HAT-P-36
1.05305,0.0497734,0.025,120.7,HAT-P-35
3.32973,0.0677467,0.441,343.1,HAT-P-34
0.762345,0.0499317,0,82.7,HAT-P-33
0.861357,0.0342627,0,122.8,HAT-P-32
2.16627,0.0611921,0.245,232.5,HAT-P-31
0.706657,0.0419042,0.035,88.1,HAT-P-30
0.595021,0.0388252,0,89.1,HAT-P-3
0.778006,0.0666842,0.095,78.3,HAT-P-29
0.627451,0.0433674,0.051,84.7,HAT-P-28
0.615135,0.0399488,0,91.2,HAT-P-27
0.0586313,0.0478684,0.124,8.5,HAT-P-26
0.566683,0.0465813,0.032,74.3,HAT-P-25
0.685652,0.0465021,0.067,83,HAT-P-24
2.0884,0.0231971,0.106,368.5,HAT-P-23
2.14822,0.0414094,0.016,313.3,HAT-P-22
4.07346,0.0494951,0.228,548.3,HAT-P-21
7.27817,0.03616,0.015,1246,HAT-P-20
8.85612,0.0679088,0.5171,983.9,HAT-P-2
0.292129,0.0466409,0.067,42,HAT-P-19
0.197162,0.0559503,0.084,27.1,HAT-P-18
0.530106,0.0882385,0.346,58.4,HAT-P-17
4.1951,0.0413275,0.036,531.1,HAT-P-16
1.9513,0.0964692,0.19,180.6,HAT-P-15
2.22166,0.0606258,0.107,219,HAT-P-14
14.2696,1.22574,0.6616,440,HAT-P-13
0.8514,0.0426946,0.0133,106.04,HAT-P-13
0.210772,0.0383737,0,35.8,HAT-P-12
0.0825071,0.0525443,0.198,11.6,HAT-P-11
0.531143,0.0553326,0,60.3,HAT-P-1
1.9469,0.208098,0.0324,214,GJ 876
0.612168,0.129574,0.25591,88.34,GJ 876
0.039229,0.333345,0.055,3.42,GJ 876
0.0184193,0.0208066,0.207,6.56,GJ 876
4.00104,0.114217,0.0416,376.7,GJ 86
0.830886,2.35317,0.04,22,GJ 849
0.684002,3.56153,0.08,15.4,GJ 832
0.016749,0.162542,0.18,1.79,GJ 832
0.0590189,0.165144,0.04,6.43,GJ 687
4.89701,1.81539,0.326,129.3,GJ 676 A
0.034879,0.0386657,0.2,8.7,GJ 674
0.0174951,0.0504277,0.15,3.9,GJ 667 C
0.0130687,0.125003,0.27,1.9,GJ 667 C
0.325341,1.13179,0.3,12.4,GJ 649
0.0499019,0.0406125,0.031,12.65,GJ 581
0.0167756,0.0729238,0.07,3.18,GJ 581
0.00613456,0.028459,0.32,1.96,GJ 581
,,,,GJ 504
0.0725512,0.0287188,0.16,18.34,GJ 436
0.0181986,0.0580371,0.08,3.11,GJ 433
0.0221881,0.0286881,0.08,5.57,GJ 3634
0.0439856,0.0356088,0,9.01,GJ 3470
0.0208212,0.0892579,0.31,3.04,GJ 3341
0.081,0.363982,0.33,6.4,GJ 3293
0.081,0.143394,0.07,9.6,GJ 3293
2.3,4.43476,0.37,40,GJ 328
1.26045,0.953099,0.11,75.2,GJ 317
0.824243,2.41241,0.21,25.8,GJ 179
0.0259969,0.0656822,0,4.12,GJ 176
0.0926098,1.03037,0.373,4.42,GJ 163
0.033876,0.0606753,0.11,6.22,GJ 163
0.0215524,0.125354,0.099,2.75,GJ 163
0.0168,0.0716678,0,2.94,GJ 15 A
0.0203507,0.0143253,0,12.2,GJ 1214
,113.443,0.12,,Fomalhaut
0.843564,0.406991,0.11,38,CoRoT-9
0.215994,0.0633825,0,26,CoRoT-8
0.0137858,0.0171898,0,3.1,CoRoT-7
2.95325,0.0854177,0,280,CoRoT-6
0.461312,0.0496334,0.09,59.1,CoRoT-5
0.717419,0.0903166,0,63,CoRoT-4
21.799,0.0573788,0,2194,CoRoT-3
0.852133,0.0389589,0.082,125,CoRoT-29
0.483851,0.0590095,0.047,56.4,CoRoT-28
10.371,0.0466557,0,1326,CoRoT-27
0.478732,0.052477,0,56.9,CoRoT-26
0.26487,0.0577982,0,30,CoRoT-25
3.07662,0.0483417,0.16,377,CoRoT-23
0.0413051,0.0922129,0.077,3.7,CoRoT-22
4.24157,0.0901485,0.562,454,CoRoT-20
3.27343,0.0280884,0.0143,563,CoRoT-2
1.10724,0.0516604,0.047,126,CoRoT-19
3.48002,0.0295483,0.04,590,CoRoT-18
2.45898,0.0480499,0,312.4,CoRoT-17
0.535943,0.0617874,0.33,61.96,CoRoT-16
7.56823,0.0269122,0,1230,CoRoT-14
1.3102,0.051069,0,157.8,CoRoT-13
0.916321,0.0401409,0.07,125.5,CoRoT-12
2.33146,0.0440549,0,280,CoRoT-11
2.75448,0.105463,0.53,301,CoRoT-10
1.02603,0.0253191,0,188,CoRoT-1
0.429903,0.0437823,0.019,60.9,BD -10 3166
0.328101,0.679166,0.19,13.4,BD -08 2823
0.045941,0.0558236,0.15,6.5,BD -08 2823
1.2654,1.11234,0.2,31.9,BD +48 738
6.90191,1.45701,0.18,160.03,BD +20 2457
11.8883,1.04992,0.15,322.35,BD +20 2457
1.51929,0.775866,0.29,55.21,BD +14 4559
3.07016,0.688457,0.027,91.5,91 Aqr
4.31096,2.28088,0.206,62.8,81 Cet
1.52093,0.490206,0.06,46.1,8 UMi
2.7597,1.97678,0.117,38.3,75 Cet
7.46144,0.483601,0.4007,316.3,70 Vir
2.43233,1.80264,0.14,44.9,7 CMa
0.0715929,0.474527,0.35,3.25,61 Vir
0.0333747,0.216926,0.14,2.12,61 Vir
0.016075,0.05006,0.12,2.12,61 Vir
2.20888,2.18639,0.059,31.52,6 Lyn
3.54451,5.47467,0.02,45.2,55 Cnc
0.801471,0.113377,0.004,71.11,55 Cnc
0.172877,0.773567,0.32,6.2,55 Cnc
0.164558,0.237305,0.07,10.12,55 Cnc
0.0261924,0.0154393,0,6.3,55 Cnc
0.461143,0.0521068,0.013,55.94,51 Peg
,,,,51 Eri
2.54589,2.10149,0.032,48.4,47 UMa
0.545774,3.57197,0.098,8,47 UMa
3.73203,1.16693,0.38,110.5,42 Dra
7.13242,0.876999,0.432,215.55,4 UMa
9.87792,0.99475,0.289,272,30 Ari B
1.83564,1.4118,0.184,33.2,24 Sex
1.51716,2.24032,0.412,23.5,24 Sex
10.298,2.58655,0.08,119.4,18 Del
1.63997,1.66027,0.681,50.5,16 Cyg B
5.21486,2.93362,0.369,90,14 Her
4.68383,0.823151,0,100,14 And
11.0873,1.53498,0.08,189.7,11 UMi
16.1284,1.17872,0.231,302.8,11 Com
